"uid","浏览量","点赞量","观看作者数","观看作品数","观看作品平均时长","观看配乐数","完整观看数","去过的城市数","观看作品城市数"
25662,4,0,4,4,12.75,4,2,1,4
25663,5,0,5,5,9.6,5,5,1,5
25664,10,0,10,10,13.9,8,5,1,9
25665,1,0,1,1,7,1,1,1,1
25666,37,0,37,37,11.1891891891892,36,19,1,34
25667,1,0,1,1,10,1,0,1,1
25668,14,0,14,14,12.7142857142857,14,3,1,14
25669,15,1,15,15,12.0666666666667,14,9,1,15
25670,30,0,30,30,10.7666666666667,28,20,1,29
25671,115,0,115,115,10.2608695652174,102,69,1,77
25672,17,0,17,17,10.9411764705882,17,11,1,15
25673,5,0,5,5,16.8,4,2,1,5
25674,21,0,20,21,11.5714285714286,18,11,5,19
25675,40,0,40,40,10.85,37,28,2,31
25676,6,0,6,6,10.5,5,2,1,6
25677,9,0,9,9,10.1111111111111,8,3,1,7
25678,27,0,26,27,10.5925925925926,25,13,1,21
25679,26,1,26,26,10.3076923076923,25,16,1,24
25680,10,0,9,10,8.4,10,7,1,8
25681,4,0,4,4,9,4,3,1,4
25682,1,0,1,1,23,1,1,1,1
25683,2,0,2,2,5.5,2,2,1,2
25684,23,0,23,23,9.17391304347826,20,6,1,21
25685,9,0,9,9,13.7777777777778,9,2,1,8
25686,23,0,22,23,13.0434782608696,22,9,1,19
25687,14,0,9,14,11.5,12,7,2,8
25688,16,0,15,16,11.8125,16,3,1,15
25689,114,0,111,114,11.3070175438596,102,43,1,62
25690,6,0,6,6,13.1666666666667,6,3,1,6
25692,9,0,9,9,9.11111111111111,8,7,1,8
25693,19,0,19,19,10.0526315789474,18,5,1,18
25694,15,0,15,15,10.2666666666667,15,12,1,14
25695,22,0,20,22,12.7272727272727,20,8,1,17
25696,3,0,3,3,18.3333333333333,3,3,1,3
25697,1,0,1,1,9,1,0,1,1
25698,6,0,6,6,10.8333333333333,6,4,2,6
25701,1,0,1,1,8,1,1,1,1
25703,9,0,9,9,9,9,4,1,9
25704,4,0,4,4,12.5,4,2,2,4
25705,5,0,5,5,8.2,5,2,1,5
25706,2,0,2,2,11.5,2,2,1,2
25707,16,0,16,16,9.25,16,11,1,13
25708,1,0,1,1,9,1,1,1,1
25709,16,0,16,16,9.3125,15,9,1,16
25711,22,1,22,22,11.8636363636364,22,9,1,21
25712,35,2,34,35,13.9428571428571,35,10,1,27
25713,8,0,8,8,11.875,8,3,1,7
25714,1,0,1,1,9,1,0,1,1
25715,2,0,2,2,16,2,1,1,2
25717,5,0,5,5,10,5,3,1,5
25718,4,0,4,4,16.75,4,2,1,4
25719,5,0,5,5,7.8,5,0,1,5
25720,16,0,15,16,8.75,12,5,1,15
25721,16,0,16,16,12.125,15,7,1,13
25722,13,0,13,13,12.3846153846154,13,5,1,13
25724,5,0,5,5,18.2,5,3,1,5
25725,16,0,16,16,12.875,16,10,1,10
25726,3,0,3,3,6,3,1,1,3
25727,9,0,9,9,12.3333333333333,9,3,1,9
25728,1,0,1,1,18,1,1,1,1
25729,22,0,20,22,12.0454545454545,22,21,2,18
25730,33,0,32,33,11.4848484848485,33,23,1,24
25731,52,0,51,52,11.1538461538462,47,3,1,43
25732,3,0,3,3,7.66666666666667,3,2,1,3
25733,3,0,3,3,28.6666666666667,3,2,1,3
25734,1,0,1,1,11,1,1,1,1
25735,1,0,1,1,6,1,1,1,1
25736,2,0,2,2,8,2,1,1,2
25737,4,0,4,4,8.5,4,2,1,4
25738,21,0,21,21,10.8095238095238,19,13,1,14
25739,19,0,18,19,10.6315789473684,17,5,1,15
25740,12,0,12,12,13.0833333333333,12,8,1,12
25741,10,0,10,10,12.2,10,5,1,8
25742,2,0,2,2,10,2,1,1,1
25743,2,0,2,2,9,2,2,1,2
25744,68,0,66,68,11.5735294117647,56,30,1,44
25745,109,1,107,109,12.605504587156,97,30,1,78
25746,14,0,14,14,8.42857142857143,13,8,1,1
25747,3,0,3,3,8.66666666666667,3,2,1,3
25748,9,0,9,9,10.2222222222222,9,3,1,8
25750,32,0,31,32,10.84375,32,15,1,29
25751,4,0,4,4,10.75,4,2,1,4
25753,12,0,12,12,9.25,10,8,1,11
25754,3,0,3,3,9.33333333333333,3,2,2,3
25755,2,0,2,2,9.5,2,2,1,2
25756,6,0,6,6,9.83333333333333,6,1,2,5
25757,7,0,7,7,8.57142857142857,7,2,1,6
25758,6,0,6,6,10,5,2,1,6
25759,12,0,12,12,10.5833333333333,11,10,1,12
25761,3,0,3,3,9.33333333333333,3,2,1,3
25762,9,0,9,9,14.8888888888889,9,5,1,9
25763,28,0,28,28,10.5357142857143,27,15,1,25
25764,9,0,8,9,13.5555555555556,7,5,1,8
25765,3,0,3,3,23.3333333333333,3,2,1,3
25766,6,0,6,6,14.8333333333333,6,5,1,6
25767,2,0,2,2,10,2,0,1,2
25768,19,0,19,19,10.6315789473684,19,6,1,17
25769,1,0,1,1,7,1,1,1,1
25770,32,0,32,32,10.1875,30,22,1,29
25771,22,0,22,22,11.2727272727273,21,5,1,16
25772,3,0,3,3,7.66666666666667,3,2,1,3
25773,5,0,5,5,10.2,5,4,1,5
25774,38,0,38,38,12.6052631578947,38,21,1,34
25775,5,0,5,5,9.8,5,2,1,5
25776,14,0,14,14,8.71428571428571,13,7,1,14
25778,3,0,3,3,20.6666666666667,3,1,1,3
25779,1,0,1,1,16,1,0,1,1
25780,5,0,5,5,11.8,5,2,1,5
25781,30,0,30,30,10.5333333333333,27,11,2,28
25782,6,0,6,6,12.6666666666667,5,6,1,5
25783,28,0,28,28,11.5,28,13,1,25
25784,34,0,32,34,10.6764705882353,32,23,1,28
25786,17,2,16,17,8.47058823529412,17,8,1,14
25787,3,0,3,3,9.33333333333333,3,1,1,3
25788,2,0,2,2,14,2,0,2,2
25789,14,0,14,14,12.0714285714286,11,8,1,12
25790,9,0,9,9,8.55555555555556,8,1,1,9
25791,42,2,42,42,10.6428571428571,36,31,1,35
25793,1,0,1,1,7,1,1,1,1
25794,19,0,19,19,10.3157894736842,19,11,1,16
25795,21,0,21,21,11.4285714285714,19,6,2,19
25797,3,0,3,3,19,3,1,1,3
25799,5,0,5,5,8.6,5,4,1,5
25800,2,0,2,2,9,2,1,1,2
25801,13,0,12,13,9,13,5,1,10
25802,5,0,5,5,11.8,5,2,1,5
25803,81,2,79,81,11.2098765432099,75,30,1,51
25804,27,0,26,27,9.2962962962963,27,10,1,23
25805,6,0,6,6,8.66666666666667,6,5,4,6
25806,11,0,11,11,12.2727272727273,11,6,1,10
25807,62,0,61,62,10.8870967741935,53,32,1,50
25808,35,0,35,35,11.8571428571429,32,20,1,33
25809,8,0,8,8,9,8,3,1,8
25810,15,0,14,15,8.33333333333333,13,9,3,13
25812,19,0,19,19,10.7368421052632,18,11,1,18
25813,9,0,9,9,10.5555555555556,9,3,1,9
25814,20,0,19,20,12.65,19,16,1,14
25815,1,0,1,1,9,1,1,1,1
25816,4,0,4,4,11.75,4,4,1,4
25817,5,0,5,5,14,5,3,1,3
25818,34,29,34,34,9.47058823529412,34,25,1,27
25819,4,0,4,4,10.25,4,0,1,4
25821,85,0,85,85,10.8941176470588,73,9,1,51
25822,23,0,23,23,12.7391304347826,23,14,1,22
25823,13,1,13,13,8.07692307692308,13,1,1,12
25824,44,0,44,44,11.8181818181818,32,29,1,33
25825,7,0,7,7,11.5714285714286,7,7,1,7
25826,58,0,57,58,10.8965517241379,55,35,1,46
25827,2,0,2,2,9,2,0,1,2
25828,15,0,15,15,9.93333333333333,14,8,1,15
25830,1,0,1,1,14,1,0,1,1
25831,11,0,11,11,9.45454545454546,11,3,1,10
25832,1,0,1,1,5,1,0,1,1
25833,5,1,5,5,10.4,5,4,1,5
25834,7,0,6,7,12.2857142857143,7,2,1,6
25835,25,0,25,25,10.36,24,8,1,14
25836,5,0,5,5,11.2,5,1,1,5
25837,17,0,17,17,9.52941176470588,17,13,1,14
25838,14,0,13,14,12.0714285714286,14,2,1,13
25839,48,0,48,48,11.75,45,13,1,41
25840,6,0,6,6,7.83333333333333,6,4,1,6
25842,5,0,5,5,9.6,5,4,1,5
25843,14,0,14,14,15.0714285714286,14,8,1,12
25844,14,0,14,14,11.2142857142857,12,3,3,10
25845,46,0,46,46,10.9782608695652,42,29,2,39
25846,7,0,7,7,11.1428571428571,7,5,1,7
25848,26,0,26,26,11.4230769230769,26,10,1,21
25849,4,0,4,4,12.75,4,2,1,4
25850,8,0,8,8,10.125,8,5,1,7
25851,50,0,49,50,11.22,43,27,2,36
25852,38,0,37,38,11.4736842105263,36,6,1,31
25854,2,0,2,2,25.5,2,2,2,2
25855,50,0,48,50,11.5,48,30,1,42
25856,13,0,13,13,9.23076923076923,13,6,1,11
25857,54,0,53,54,12.7037037037037,49,22,2,41
25859,26,0,25,26,11.7692307692308,25,9,6,21
25860,8,0,8,8,9.125,7,5,1,8
25861,29,0,29,29,11.0344827586207,27,14,1,26
25862,9,0,9,9,11.8888888888889,7,3,1,9
25863,18,0,18,18,10.5,16,10,1,13
25864,3,0,3,3,7.66666666666667,3,2,1,3
25865,11,0,11,11,9.09090909090909,11,7,1,11
25866,1,0,1,1,7,1,0,1,1
25867,2,0,2,2,16,2,2,1,2
25868,5,0,5,5,16,5,4,2,5
25869,1,0,1,1,7,1,1,1,1
25872,1,0,1,1,10,1,0,1,1
25873,1,0,1,1,9,1,1,1,1
25874,13,0,13,13,10.2307692307692,13,3,1,5
25875,48,0,46,48,10.4375,45,24,1,38
25876,12,0,12,12,11.4166666666667,11,8,1,11
25878,2,0,2,2,9,2,2,1,2
25880,8,0,8,8,9,8,4,1,8
25881,1,0,1,1,10,1,0,1,1
25883,19,0,19,19,11.6842105263158,19,6,1,19
25885,8,0,8,8,9.875,7,2,1,8
25886,1,0,1,1,39,1,1,1,1
25887,13,0,13,13,14.7692307692308,13,5,1,13
25888,26,0,25,26,10.8461538461538,23,7,1,6
25889,6,0,6,6,13.5,6,5,2,5
25890,3,0,3,3,6.33333333333333,3,1,1,3
25891,12,0,12,12,11.6666666666667,12,10,3,12
25892,1,0,1,1,10,1,1,1,1
25893,2,0,2,2,10,2,1,1,2
25894,9,0,9,9,9,9,2,1,6
25895,44,0,42,44,10.4090909090909,44,11,1,36
25896,5,0,5,5,15.2,5,5,3,5
25897,4,0,4,4,23,4,2,1,4
25899,25,0,25,25,14.88,24,5,1,22
25901,23,0,22,23,14.695652173913,21,6,1,22
25902,19,0,19,19,9.21052631578947,18,7,1,18
25903,13,0,10,13,12.8461538461538,13,7,1,6
25904,6,0,6,6,8.33333333333333,6,4,1,6
25905,3,0,3,3,11.6666666666667,3,1,1,3
25906,13,1,13,13,12.8461538461538,13,12,1,12
25907,24,0,22,24,9.375,24,14,1,18
25908,19,0,19,19,11.2631578947368,18,10,1,18
25909,2,0,2,2,10,2,0,2,2
25910,8,0,8,8,9,8,6,1,8
25911,15,0,15,15,11.8,15,8,1,15
25912,42,0,42,42,12.7142857142857,40,19,1,37
25913,14,0,14,14,12.7142857142857,13,6,2,13
25914,5,0,5,5,10.2,5,0,1,5
25915,87,0,87,87,10.9310344827586,72,27,2,60
25916,2,0,2,2,13.5,2,2,1,2
25917,14,0,14,14,9.71428571428571,14,5,1,11
25918,1,0,1,1,9,1,0,1,1
25919,6,0,6,6,9.33333333333333,6,4,1,5
25920,22,0,22,22,11.0454545454545,22,13,1,21
25921,48,0,47,48,12,42,28,1,37
25922,52,0,51,52,11.9423076923077,48,20,1,41
25923,39,1,39,39,10,32,19,5,35
25924,6,0,6,6,11.1666666666667,6,4,1,6
25926,4,0,4,4,16.75,4,0,1,4
25927,4,0,4,4,9.75,4,2,1,4
25928,17,0,16,17,10.5294117647059,14,15,1,16
25929,1,0,1,1,9,1,0,1,1
25930,1,0,1,1,10,1,1,1,1
25931,12,0,12,12,8.5,12,5,1,11
25932,9,0,9,9,13,9,6,2,8
25933,23,0,22,23,10.4782608695652,23,9,2,20
25934,4,0,4,4,17.25,4,4,1,4
25935,9,0,9,9,12.3333333333333,9,2,1,9
25936,26,0,26,26,8.34615384615385,26,19,1,19
25937,26,0,26,26,10.7307692307692,24,3,1,25
25938,9,0,9,9,10.3333333333333,9,8,1,9
25939,2,0,2,2,9.5,2,1,1,2
25941,34,0,32,34,11.0294117647059,33,22,1,29
25942,13,0,13,13,13.3846153846154,10,11,2,13
25944,6,0,6,6,15.5,6,1,2,6
25945,26,0,26,26,13,26,16,1,22
25946,9,0,9,9,8.44444444444444,9,4,1,8
25947,17,0,17,17,10.7058823529412,17,7,1,14
25949,1,0,1,1,10,1,1,1,1
25950,62,0,56,62,10.5483870967742,52,30,1,47
25951,1,0,1,1,9,1,0,1,1
25952,17,0,16,17,9.76470588235294,15,9,1,13
25953,24,0,24,24,12.2083333333333,24,8,1,22
25954,4,0,4,4,7.5,4,3,1,4
25955,75,0,66,75,10.9733333333333,65,65,2,51
25956,18,0,18,18,11.5,18,6,1,14
25958,5,0,5,5,15,5,4,1,5
25959,30,0,30,30,12.0333333333333,27,8,1,28
25960,1,0,1,1,9,1,1,1,1
25961,12,0,10,12,7.5,12,11,1,7
25962,30,0,29,30,10.4,26,19,1,26
25963,3,0,3,3,13.6666666666667,3,2,1,3
25964,27,0,27,27,9.37037037037037,26,12,1,25
25965,21,0,21,21,11.6190476190476,19,11,2,20
25967,6,0,6,6,15,6,6,1,6
25968,40,2,40,40,10.5,37,27,1,32
25969,3,0,3,3,9.66666666666667,3,3,1,3
25970,2,0,2,2,14.5,2,2,1,2
25971,41,0,38,41,10.6341463414634,38,19,2,33
25972,25,0,25,25,12.72,23,7,1,19
25975,11,0,11,11,15.9090909090909,11,5,1,11
25978,2,0,2,2,13,2,0,2,2
25979,8,5,8,8,13.875,8,4,1,8
25980,2,0,2,2,8.5,2,2,1,2
25981,12,0,12,12,14.9166666666667,11,5,2,11
25982,13,3,13,13,8.38461538461539,13,7,1,13
25984,1,0,1,1,2,1,1,1,1
25985,5,0,5,5,8.6,5,4,1,5
25986,22,0,21,22,10.3181818181818,20,4,1,19
25989,39,3,38,39,11.4615384615385,37,27,1,32
25991,36,0,34,36,9.16666666666667,35,15,1,29
25992,4,0,4,4,9,4,3,1,4
25993,15,1,15,15,8.86666666666667,14,7,2,13
25994,14,0,14,14,12.9285714285714,14,11,1,14
25995,22,0,22,22,11.1363636363636,22,12,1,21
25997,25,0,25,25,11.2,24,14,1,21
25998,18,0,18,18,10.5555555555556,17,10,1,16
25999,12,0,12,12,14.6666666666667,10,1,2,10
26000,9,0,9,9,10.7777777777778,9,7,1,9
26001,22,0,22,22,10.6818181818182,22,6,1,21
26003,15,0,15,15,10.4,15,8,1,14
26004,7,0,7,7,11.7142857142857,7,5,1,7
26005,14,0,14,14,8.92857142857143,14,7,2,14
26006,11,0,11,11,9.27272727272727,11,9,1,9
26007,5,0,5,5,14.6,5,3,1,5
26008,27,0,27,27,10.6296296296296,27,24,1,23
26010,13,0,13,13,13.6153846153846,11,6,1,12
26011,10,0,10,10,9.9,10,5,1,9
26012,14,0,13,14,11.0714285714286,14,9,1,13
26013,13,0,13,13,15.3076923076923,12,1,1,13
26014,14,0,14,14,9,14,3,1,10
26015,16,0,16,16,13.0625,15,8,1,12
26017,6,0,6,6,9.33333333333333,6,6,1,6
26018,22,0,20,22,11.6363636363636,20,15,1,17
26019,2,0,2,2,12,2,0,1,2
26020,2,0,2,2,9,2,1,1,2
26021,32,0,32,32,12.375,29,10,1,28
26022,2,0,2,2,15.5,2,2,1,2
26023,22,0,20,22,12.7727272727273,22,12,2,18
26024,4,0,3,4,10,4,1,1,3
26025,4,1,4,4,11.5,4,3,1,4
26027,3,0,3,3,8.66666666666667,3,2,1,3
26029,23,0,22,23,9.26086956521739,21,7,3,18
26030,2,0,2,2,7,2,1,1,2
26031,3,0,3,3,9.66666666666667,3,2,1,3
26032,27,0,25,27,11.0740740740741,23,15,2,22
26033,29,0,29,29,9.82758620689655,25,5,1,19
26034,1,0,1,1,10,1,0,1,1
26036,49,0,48,49,11.8571428571429,47,20,1,38
26037,2,0,2,2,9.5,2,0,1,2
26039,22,0,22,22,8.81818181818182,21,10,1,21
26040,24,0,24,24,10.2083333333333,24,10,1,20
26042,19,0,18,19,11,17,5,2,16
26044,41,0,41,41,12.4390243902439,34,19,6,37
26045,61,5,59,61,10.7213114754098,59,13,2,50
26046,2,0,2,2,9.5,2,2,1,2
26048,1,0,1,1,10,1,0,1,1
26049,28,0,28,28,13.0357142857143,25,19,2,22
26051,9,0,9,9,12.6666666666667,9,1,1,7
26052,10,0,10,10,8.7,10,3,1,10
26053,90,0,88,90,11.0333333333333,82,39,1,54
26054,12,0,12,12,10.4166666666667,12,9,1,12
26055,2,0,2,2,8,2,2,1,2
26056,10,0,10,10,9.7,10,6,1,9
26057,33,0,32,33,9.87878787878788,29,21,1,30
26058,8,0,8,8,10.625,7,5,1,8
26059,86,3,80,86,12.7790697674419,80,27,1,56
26060,12,0,11,12,8.83333333333333,12,7,1,12
26061,9,0,9,9,8.66666666666667,9,7,1,8
26062,19,0,19,19,9.94736842105263,18,6,1,8
26063,6,0,6,6,7,6,4,1,5
26064,8,0,8,8,14,8,7,1,7
26066,14,0,14,14,11.6428571428571,12,10,1,13
26067,10,0,10,10,9.6,10,7,1,10
26068,1,0,1,1,7,1,0,1,1
26069,14,0,14,14,11.4285714285714,14,7,2,12
26071,40,1,40,40,10.925,40,25,1,36
26072,8,0,8,8,14.875,8,1,2,8
26073,2,0,2,2,9.5,2,2,1,2
26074,22,0,22,22,10.3181818181818,20,10,1,20
26075,3,0,3,3,14.3333333333333,3,0,1,3
26076,3,0,3,3,19.3333333333333,3,3,1,3
26077,1,0,1,1,10,1,0,1,1
26079,17,0,17,17,12.3529411764706,16,3,1,14
26080,8,0,8,8,12.75,7,6,1,6
26081,5,0,5,5,9.4,5,2,1,5
26082,30,0,28,30,10.6666666666667,26,16,2,24
26085,18,0,17,18,10.6666666666667,18,7,1,14
26086,38,3,36,38,11.6578947368421,35,20,1,32
26087,23,1,23,23,11.3478260869565,21,18,1,17
26089,6,0,6,6,12.8333333333333,6,1,1,6
26091,41,1,41,41,9.58536585365854,40,24,1,31
26092,2,0,2,2,9.5,2,1,1,2
26093,3,0,3,3,11.6666666666667,3,3,1,3
26094,11,0,11,11,13.8181818181818,9,5,1,9
26095,4,0,4,4,8.75,4,1,1,4
26097,55,0,51,55,10.8909090909091,49,22,2,33
26098,4,0,4,4,9.5,4,4,1,4
26099,8,0,8,8,10.5,8,5,1,7
26100,25,0,25,25,12.2,25,11,1,23
26101,3,0,3,3,7.66666666666667,3,1,1,2
26102,1,0,1,1,9,1,1,1,1
26103,41,1,41,41,11.4878048780488,37,19,1,34
26104,10,0,10,10,11.6,10,6,1,9
26105,1,0,1,1,21,1,1,1,1
26106,12,0,12,12,11.8333333333333,12,7,1,12
26107,9,0,9,9,10.2222222222222,9,7,1,8
26108,2,0,2,2,9.5,2,2,1,2
26109,2,0,2,2,15,2,2,1,2
26110,4,0,4,4,9.5,4,3,1,3
26111,2,0,2,2,9.5,2,0,1,2
26112,23,0,23,23,9.78260869565217,22,8,1,19
26113,9,0,8,9,17.4444444444444,9,4,1,7
26114,1,0,1,1,6,1,0,1,1
26115,40,0,40,40,9.85,37,11,2,33
26116,3,0,3,3,8.33333333333333,3,3,1,3
26117,81,0,73,81,10.9012345679012,68,18,1,43
26120,63,0,62,63,10.3650793650794,57,29,3,50
26121,13,0,13,13,9.23076923076923,13,6,1,11
26122,3,0,3,3,11.6666666666667,3,0,1,3
26123,9,0,9,9,9.33333333333333,9,6,1,9
26124,40,0,40,40,11,39,15,1,34
26125,7,0,7,7,16,7,2,1,7
26126,6,0,6,6,14,6,5,1,6
26127,19,0,19,19,10.7894736842105,19,14,1,18
26128,1,0,1,1,7,1,1,1,1
26129,4,0,4,4,12,4,2,1,4
26131,1,0,1,1,9,1,1,1,1
26134,68,0,65,68,10.2058823529412,62,34,2,49
26135,74,0,74,74,11.2567567567568,63,13,4,61
26136,5,0,5,5,12,5,4,1,5
26138,7,0,7,7,8.85714285714286,7,6,1,7
26139,20,0,19,20,12.9,20,17,1,15
26140,5,0,5,5,14.2,5,5,1,5
26141,4,1,4,4,8.75,4,3,1,4
26142,20,0,20,20,10.8,19,10,1,17
26143,16,0,16,16,9.1875,15,8,1,8
26144,3,0,3,3,9.33333333333333,3,0,1,3
26145,3,0,3,3,6.66666666666667,3,3,2,3
26146,82,0,80,82,11.8536585365854,76,61,1,71
26147,3,0,3,3,19.3333333333333,3,1,1,3
26148,34,1,33,34,12.3823529411765,34,21,1,31
26149,52,0,52,52,11.3846153846154,44,17,1,42
26150,4,0,4,4,17.5,4,1,1,3
26152,4,0,4,4,13.5,4,1,1,4
26154,19,3,19,19,10.3157894736842,18,5,2,18
26155,2,0,2,2,9.5,2,0,1,2
26157,5,0,5,5,21.8,5,4,1,5
26158,4,0,4,4,9.75,4,2,1,4
26159,2,0,2,2,6,2,1,1,2
26161,9,0,9,9,12.7777777777778,9,1,1,9
26162,10,0,10,10,9.8,10,5,1,10
26163,2,0,2,2,10,2,2,1,2
26165,1,0,1,1,18,1,0,1,1
26167,5,0,5,5,8.2,5,2,3,5
26168,7,0,7,7,11.4285714285714,6,4,1,6
26169,3,0,3,3,9.66666666666667,3,1,1,3
26170,38,0,38,38,11.8421052631579,35,20,1,35
26171,2,0,2,2,9,2,2,1,2
26172,1,0,1,1,7,1,1,1,1
26173,1,0,1,1,25,1,1,1,1
26175,4,0,4,4,9.5,4,1,1,4
26176,5,0,5,5,7.6,5,2,1,5
26178,9,0,9,9,11.6666666666667,9,8,1,9
26179,17,0,17,17,11.3529411764706,17,5,1,15
26180,4,0,4,4,12.75,4,1,1,4
26181,4,0,3,4,12,2,3,1,3
26182,5,0,5,5,12,4,2,1,5
26183,9,0,9,9,8.44444444444444,9,8,1,9
26184,4,0,4,4,8.75,4,1,1,4
26185,18,0,18,18,10.3888888888889,18,6,1,15
26186,3,0,3,3,9,3,3,1,2
26187,13,0,13,13,11.1538461538462,12,6,1,13
26188,33,0,33,33,10.969696969697,33,23,1,27
26189,83,43,80,83,11.1084337349398,75,9,1,33
26190,34,0,34,34,10.6470588235294,31,21,1,27
26191,5,0,5,5,9,5,3,1,5
26192,20,0,20,20,9.8,18,13,1,19
26193,14,1,14,14,8.57142857142857,13,6,1,12
26194,18,0,18,18,10.3888888888889,18,9,1,17
26195,6,0,6,6,8,6,4,1,6
26196,8,0,8,8,9,8,5,1,8
26197,5,0,5,5,12,5,3,1,5
26199,12,0,12,12,12.75,12,8,2,12
26201,14,0,14,14,10.9285714285714,13,7,1,14
26202,10,0,10,10,13.9,9,5,1,9
26203,2,0,2,2,6.5,2,2,1,2
26204,3,0,3,3,21.3333333333333,3,0,1,3
26207,20,0,20,20,11.8,20,14,3,20
26210,1,0,1,1,10,1,1,1,1
26211,29,0,29,29,14.2758620689655,28,26,1,27
26212,9,0,9,9,12.8888888888889,9,7,1,9
26213,19,0,19,19,13.4210526315789,17,14,1,17
26214,47,0,46,47,10.8723404255319,43,14,1,27
26215,11,0,11,11,11.7272727272727,10,9,1,9
26217,46,0,46,46,12.1086956521739,42,23,1,38
26218,3,0,3,3,7,3,3,1,3
26219,44,0,44,44,12.2727272727273,38,32,1,42
26220,22,2,22,22,12.5,22,13,1,16
26221,49,0,49,49,9.59183673469388,44,25,1,38
26222,27,0,27,27,12.6666666666667,25,9,3,22
26223,2,0,2,2,8.5,2,2,1,2
26224,15,0,15,15,8.2,15,7,1,13
26225,10,0,10,10,10.8,10,7,1,9
26226,15,0,14,15,11.0666666666667,15,4,1,13
26227,53,0,51,53,11.7735849056604,52,13,1,45
26229,16,0,15,16,13.5,16,5,1,14
26230,2,0,2,2,9,2,1,1,2
26231,9,0,9,9,9.55555555555556,9,8,2,8
26232,4,0,4,4,9.25,4,3,2,4
26233,6,0,6,6,10,6,2,1,5
26234,2,0,2,2,12.5,2,1,1,2
26235,1,0,1,1,10,1,1,1,1
26236,15,0,15,15,10.1333333333333,15,5,1,13
26238,3,0,3,3,9.66666666666667,3,1,1,3
26239,5,0,5,5,9.8,5,1,1,5
26240,2,0,2,2,4.5,2,1,1,2
26241,23,0,23,23,11.9565217391304,22,4,1,19
26242,10,0,10,10,11.4,9,3,1,8
26244,19,0,19,19,10.7894736842105,19,6,2,19
26247,15,0,15,15,11.7333333333333,14,10,1,13
26248,10,0,10,10,11,10,5,2,10
26249,57,0,55,57,10.5964912280702,54,50,1,45
26250,12,0,12,12,11.3333333333333,12,4,1,10
26251,23,1,23,23,9.52173913043478,23,6,1,21
26254,12,0,12,12,13.4166666666667,11,6,1,12
26255,1,0,1,1,21,1,0,1,1
26256,4,0,4,4,9.75,4,0,2,4
26257,31,0,30,31,11.8387096774194,30,16,1,24
26258,48,0,48,48,12.1666666666667,45,18,1,40
26259,1,0,1,1,14,1,1,1,1
26260,16,0,16,16,10.25,15,10,1,15
26261,157,5,154,157,10.8980891719745,126,70,1,87
26262,24,0,24,24,11.25,23,13,1,24
26263,12,2,10,12,9.16666666666667,12,5,1,8
26264,22,0,22,22,11,22,9,1,20
26265,37,0,36,37,11.2702702702703,33,21,1,35
26267,12,0,12,12,8.91666666666667,12,12,1,11
26268,2,0,2,2,10.5,2,1,1,2
26269,42,0,42,42,10.9761904761905,41,29,1,27
26270,8,0,8,8,11.625,8,7,1,7
26271,8,3,8,8,13.875,8,5,1,7
26272,92,0,91,92,9.28260869565217,81,17,1,65
26273,17,0,17,17,11.8235294117647,16,7,2,17
26275,4,0,4,4,12.75,4,3,1,4
26276,5,0,5,5,12.2,5,4,1,5
26277,18,0,18,18,9.55555555555556,16,10,1,17
26279,4,0,4,4,20,4,2,1,3
26280,4,0,4,4,23.25,4,2,2,4
26282,1,0,1,1,6,1,0,1,1
26284,15,0,14,15,10.6666666666667,14,9,1,14
26285,2,0,2,2,7,2,2,1,2
26286,19,0,17,19,10.7368421052632,18,9,1,14
26287,29,0,29,29,10.448275862069,28,19,1,22
26288,3,0,3,3,15.6666666666667,3,0,1,3
26289,2,0,2,2,15,2,0,1,2
26290,39,0,39,39,11.8461538461538,38,19,1,38
26291,15,0,13,15,12.2666666666667,15,10,1,13
26292,1,0,1,1,10,1,0,1,1
26294,10,0,10,10,9.3,10,4,1,3
26295,6,0,6,6,20.6666666666667,6,5,1,5
26296,1,0,1,1,10,1,1,1,1
26297,1,0,1,1,26,1,1,1,1
26298,38,0,38,38,10.3157894736842,36,15,4,36
26301,32,0,28,32,13.125,32,23,2,23
26302,6,0,6,6,9.83333333333333,6,3,1,6
26303,3,0,3,3,9.33333333333333,3,0,1,3
26304,7,0,7,7,11.2857142857143,7,3,1,7
26305,6,0,6,6,12.1666666666667,6,5,1,5
26307,1,0,1,1,9,1,0,1,1
26308,12,0,12,12,10.9166666666667,11,9,1,11
26310,1,0,1,1,37,1,0,1,1
26311,4,0,4,4,14.25,4,1,1,4
26313,1,0,1,1,9,1,0,1,1
26314,17,0,17,17,11.6470588235294,16,10,1,14
26315,2,0,2,2,9,2,2,1,2
26316,10,0,10,10,9.2,9,5,1,10
26317,19,0,19,19,11.7368421052632,19,14,1,16
26318,1,0,1,1,10,1,0,1,1
26319,2,0,2,2,8.5,2,1,1,2
26320,13,0,13,13,9.30769230769231,13,9,2,12
26321,21,0,21,21,10,21,13,1,21
26322,6,0,6,6,18.1666666666667,6,4,1,6
26323,2,0,2,2,24,2,0,1,2
26324,1,0,1,1,20,1,1,1,1
26325,36,0,35,36,10.4722222222222,34,22,1,28
26326,42,0,41,42,9.76190476190476,40,7,1,36
26327,20,0,20,20,9.1,20,10,1,19
26328,24,1,23,24,9,24,12,1,22
26330,14,0,14,14,11.4285714285714,13,12,1,12
26331,1,0,1,1,10,1,0,1,1
